Brand,Year,Material,ProductLine,Model,StringConfiguration,Color,BodyType,Hand,Price
Ibanez,,Maple,,,,,Hollow Body,,449.99
Ibanez,as per serial no.,,,SA Series SA130,6 String,Brown Burst,Solid,,299.99
Ibanez,,,,,6 String,Black,,,300.00
Ibanez,,'Solid Wood, Quilted Maple Top / Poplar Body',Ibanez ART Standard,ART120QA-TKS,6 String,Transparent Black Sunburst,Solid,,349.99
Ibanez,,,,,,,,,299.00
Ibanez,,Maple,,,6 String,Transparent Cherry Red,Solid,,399.99
Ibanez,,,,,,,,,499.99
Ibanez,,Basswood,Ibanez RG,RG321,6 String,Blue,,Right-Handed,425.00
,,,,,,,,,369.00
Ibanez,,,Ibanez Prestige,Prestige,6 String,,Solid,Right-Handed,625.00
Ibanez,,Ash,,,,Brown,,,499.00
Ibanez,,,,XPT700BCM Xiphos Chameleon,6 String,Multi-Color,Solid,,699.99
Ibanez,,,,JIVA10 Nita Strauss,6 String,,Solid,,1199.99
Ibanez,,'Mahogany, Maple',Ibanez RG,RG6003FM,6 String,,Solid,Right-Handed,300.00
Ibanez,,,,,,,,,499.99
Ibanez,,,,,,,,,399.99
Ibanez,,,,,,,,,299.99
Ibanez,,,,AFS75TRD,,,,,329.99
Ibanez,,,,,,,,,399.99
Ibanez,,,,,,,,,629.99
Ibanez,1983,,,AM-255,6 String,Antique Violin,Semi-Hollow,Right-Handed,899.99
Ibanez,,,,,,,,,299.99
Ibanez,1991,,Ibanez RG,RG550,,,,,549.99
Ibanez,2012,Basswood,Premium,RG921,6 String,Blue and Purple Swirl,Solid,Right-Handed,999.99
Ibanez,,,,SZ520QM Blue,,Blue,,,349.99
Ibanez,,,,,,Gold,,,450.00
Ibanez,,,Ibanez RG,RG550,,Red,,,760.00
Ibanez,,,,,,,,,449.00
Ibanez,2008,Basswood,Ibanez RG,RG420,6 String,Silver,,Right-Handed,800.00
Ibanez,1990,,,Floral JEM,6 String,Desert Yellow,Solid,Right-Handed,3899.95
Ibanez,,Poplar,,,,,Solidbody,,299.99
Ibanez,,,,,,,,,899.99
Ibanez,,,,,,,,,399.99
Ibanez,,,,RGIX6PB,6 String,,Solid,,725.00
Ibanez,,,,S621QM,,,,,399.99
Ibanez,,,,,,,,,314.99
Ibanez,,,Ibanez SZ,,,Transparent Gray,,Right-Handed,450.00
Ibanez,,,,,,,,,999.99
Ibanez,,,,,,,,,289.99
Ibanez,,Ash,,,,,Solidbody,,899.99
Ibanez,2018,'Basswood, Solid Wood',,RG1027PBF,7 String,Cerulean Blue Burst,RG,,1299.99
Ibanez,,Mahogany,,,,,Solidbody,,299.99
Ibanez,,Mahogany,,,,,Solidbody,,1499.99
Ibanez,,,,,,,,,349.99
Ibanez,,Basswood,Ibanez RG,RG420,6 String,White,Solid,Right-Handed,800.00
Ibanez,,,,,,,,,349.99
Ibanez,,,,,,,,,1799.99
Ibanez,,,,,,,,,699.99
Ibanez,,,,,,,,,319.99
Ibanez,,,,,,,,,285.88
Ibanez,,,,Expressionist,6 String,Yellow Sunburst,Solid,,649.99
Ibanez,,Mahogany,,,,,Solidbody,,649.99
Ibanez,,,,,,,,,799.77
Ibanez,,,,AF75-OLM,6 String,Olive Metallic,Hollow,Right-Handed,374.99
Ibanez,,,,AS53,6 String,Transparent Black,Semi-Hollow,,299.99
Ibanez,,,,,,,,,999.99
Ibanez,,,,,6 String,,Solid,,499.99
Ibanez,,,,,,,,,285.88
Ibanez,,,,,,,,,399.99
Ibanez,,Solid Wood,,ARX320,6 String,Sunburst,Solid,,300.00
Ibanez,,,,,,,,,299.99
Ibanez,,Nyatoh,,,,,Solidbody,,349.99
Ibanez,,,,,,,,,1099.99
Ibanez,,,,,,,,,319.99
Ibanez,,,,,,,,,579.99
Ibanez,,,,,,,,,319.99
Ibanez,2019,,RG,RGD71ALMSBAM,7 String,Black Aurora Burst,Solid,,949.99
Ibanez,2018,,,JEMJR,6 String,White,Solid,Right-Handed,385.00
Ibanez,,,,,,,,,349.99
Ibanez,,,,,,,,,349.99
Ibanez,,,,,6 String,,,,499.99
Ibanez,,,,,,,,,449.99
Ibanez,,,,,,,,,599.99
Ibanez,,,Artcore,Artcore AS73,6 String,Mint Blue,Semi-Hollow,Right-Handed,399.00
Ibanez,,,,,,,,,629.99
Ibanez,,Maple,,,,,Hollow Body,,699.99
Ibanez,,Ebony,,,,,Semi-Hollow Body,,649.99
Ibanez,,,,Apex2,7 String,,,Right-Handed,499.99
Ibanez,,,,,,,,,4999.99
Ibanez,,,,AF85-VLS-12-01,,,,,329.99
Ibanez,,,,AM93QM,6 String,,Semi-Hollow,,519.99
Ibanez,,,,,,,,,329.99
Ibanez,,,,,,,,,699.99
Ibanez,,,,RGD71ALMS Black Aurora Burst Matte,,,,,1099.99
Ibanez,,,,,,,,,449.99
Ibanez,,,,,,Black,Hollow,,389.00
Ibanez,,,,,,,,,899.00
Ibanez,,Mahogany,,Vintage,,Brown,,,1599.00
Ibanez,,,,,,,,,367.88
Ibanez,,'Solid Wood, Flamed Maple Top / Meranti Body',,RGA42FM-DEF,6 String,Dragon Eye Burst Flat,Solid,,399.99
Ibanez,2001,,,JS100,6 String,Transparent Red,Solid,Right-Handed,550.00
Ibanez,,,,Nita Strauss JIVA10 Signature,6 String,Deep Space Blonde,Solid,Right-Handed,1100.00
,,,,,,,,,529.95
Ibanez,,,,,,,,,650.00
Ibanez,,,,SZ520QM,,,,,349.95
Ibanez,,,,,,,,,329.99
Ibanez,,,,THBB10 Tim Henson,6 String,Black,Solid,Right-Handed,1249.00
Ibanez,,,,,,,,,309.99
Ibanez,,Maple,,,,,Semi-Hollow Body,,499.99
Ibanez,,,,,,,,,299.99
Ibanez,,Mahogany,,,,,Solidbody,,649.99
Ibanez,,Basswood,,,,,Solidbody,,1099.99
Ibanez,,,,,,,,,329.99
Ibanez,,Ash,,,,,Hollow Body,,649.99
Ibanez,,Mahogany,,,6 String,White,Solid,,449.99
Ibanez,,,,,,,,,569.00
Ibanez,,Maple,,,,,,,549.00
Ibanez,,,,AM53 Sunburst Red Flat,,,,,299.99
,,,,,,,,,599.00
Ibanez,,,,,,,,,499.99
,,,,,,,,,364.95
Ibanez,,,,,6 String,,Solid,,649.99
IBANEZ,,,,,,,,,333.00
Ibanez,2019,Mahogany,,RG5120M Prestige,6 String,Frozen Ocean Blue,Solid,Right-Handed,1899.99
Ibanez,,Maple,,,,,Hollow Body,,399.99
Ibanez,,,,,,,,,299.99
Ibanez,,,,,,,,,359.99
Ibanez,,Sapele,,AS63,6 String,Sea Foam Green,Semi-Hollow,Right-Handed,349.99
Ibanez,,,,,,,,,499.99
Ibanez,,,Ibanez JEM,JEM70V,,Sea Foam Green,,Right-Handed,899.99
Ibanez,,,,S770PB,6 String,Brown,Solid,,649.99
Ibanez,2019,,RGA,RGA42FM,6 String,Blue Lagoon Burst Flat,Solid,Right-Handed,399.99
Ibanez,1977,,,PF-200,6 String,White,Solid,Right-Handed,600.00
Ibanez,,Mahogany,,,,,Solidbody,,599.99
Ibanez,,,,,,,,,1199.99
Ibanez,,,,S61AL Axion Label,6 String,Black,Solid,Right-Handed,929.00
Ibanez,2008,,Ibanez Prestige,,,Red,,,895.95
Ibanez,,,,,,,,,499.99
Ibanez,,,,,,,,,333.00
Ibanez,1975,Solid Wood,,Les Paul Custom,6 String,Black,Solid,,625.00
Ibanez,,,,AG75GMTB,6 Strings,Mint Blue,,,449.00
Ibanez,,,,,,,,,349.99
Ibanez,,,,,,,,,699.00
Ibanez,,Macassar Ebony,,,6 String,Natural,Solid,,649.99
Ibanez,,,,,,,,,314.99
Ibanez,,,,,,,,,479.99
Ibanez,,,,,,,,,399.99
Ibanez,,,,,,,,,449.99
Ibanez,,,,,,,,,339.99
Ibanez,,,,,,,,,399.99
Ibanez,,,,,,,,,474.99
Ibanez,,,,JBM10FX Jake Bowen Signature,6 String,White,Solid,Right-Handed,779.00
Ibanez,1989,'Solid Wood, Basswood',RG,USA Custom Screaming Eagle,6 String,Screaming Eagle Pamelina,Solid,Right-Handed,1799.99
Ibanez,,,Ibanez JEM,Custom,,,,,799.00
Ibanez,,Solid Wood,,Paul Stanley,6 String,Black,Hollow,Right-Handed,1295.00
Ibanez,,,,,,,,,1799.99
Ibanez,,,Ibanez RG,,,,,,299.99
Ibanez,,,,Explorer,6 String,Red,Solid,Right-Handed,499.99
Ibanez,,,,ASV93,6 String,Tri-Fade Low Gloss,Semi-Hollow,,479.00
Ibanez,,'Basswood, Ziricote',Ibanez RG,RG921,6 String,,Solid,Right-Handed,900.00
Ibanez,,,,S61AL,6 String,Black Mirage Gradation,Solid,Right-Handed,875.00
Ibanez,Not sure but see pic for serial #,solid wood,JET KING 1,JTK1,6 String,Burgundy,Solid,Right-Handed,459.00
Ibanez,1980s,,,RS440,6 String,Candy Apple Red,Solid,Right-Handed,500.00
Ibanez,,,,RG7620 BK,,,,,655.00
Ibanez,2014,,Ibanez RG,RG6001,6 String,White,Solid,Right-Handed,299.99
Ibanez,,,,,,,,,1099.99
IBANEZ,2005,Basswood,Ibanez RG,RG920MQM,6 String,Blue,Solid,Right-Handed,799.00
Ibanez,,Solid Wood,,JEM JR,6 String,,,,499.99
Ibanez,,,,,,,,,399.99
Ibanez,,,,,,,,,1349.00
Ibanez,2017,,,AG75G,6,Mint Blue,Hollow,,449.99
Ibanez,,,,,,,,,429.99
Ibanez,,Zebrano,,,,,Hollow Body,,649.99
Ibanez,,Mahogany,,,,,Solidbody,,6999.99
Ibanez,,Mahogany,,,,,Solidbody,,429.99
Ibanez,,Ziricote,,,,,Solidbody,,699.99
Ibanez,,Mahogany,,,,,Solidbody,,599.99
Ibanez,,,,,,,,,2599.99
Ibanez,,,,STM1 Sam Totman White Iceman,6 String,White,Solid,,899.99
Ibanez,,,,,,,,,629.99
Ibanez,1998,,Ibanez RG,RG580,6 String,Black Oil,Solid,Right-Handed,700.00
Ibanez,,,Ibanez RG,RG450DXB,6 String,White,Solid,,399.99
Ibanez,2006,'Mahogany, Maple',Ibanez J Custom,RG8470F,6 String,Fire Agate,Solid,Right-Handed,1650.00
Ibanez,2019,Mahogany,,JEM JR,6 String,White,Solid,Right-Handed,499.99
Ibanez,,,,,,,,,463.99
Ibanez,,,,,,,,,1499.99
Ibanez,,,,,,,,,499.99
Ibanez,,,,Artist AR-305 AV,,,,,1065.00
Ibanez,,,,,,,,,599.99
Ibanez,,,,RG652AHMFX,6 Strings,Dragon Eye Burst Flat,,,999.95
Ibanez,,Sapele,Ibanez Artcore,Artcore AF55,6 String,Transparent Black Flat,Hollow,,329.99
Ibanez,,,,,,,,,999.00
Ibanez,1990,Basswood,Ibanez RG,RG570,6 String,Purple Neon,Solid,Right-Handed,550.00
Ibanez,1998,,Ibanez JEM,VH7VWH,6 String,,Solid,Right-Handed,1550.00
Ibanez,,Sapele Laminate,,,,,Hollow Body,,329.99
Ibanez,,,,,,,,,499.99
Ibanez,,,Ibanez RG,,,,,,349.99
Ibanez,,,,,,,,,399.99
Ibanez,,'Maple, Basswood',Ibanez AZ,,6 String,Brown,Solid,,1169.99
Ibanez,1996,Solid Wood,,Steve vai jem10 jem 10th anniversary,6 String,black,,,8950.00
Ibanez,,,Ibanez Prestige,Universe UV777VP BK,7 String,Black,Solid,Right-Handed,1300.00
Ibanez,,'Solid Wood, Meranti',Ibanez RG,RG421-BBS,6 String,Blackberry Sunburst,Solid,,299.99
Ibanez,,,,,,,,,350.00
Ibanez,,Maple,,,,,Hollow Body,,399.99
Ibanez,,,Ibanez JEM,,,,,,375.00
Ibanez,,,,,,,,,349.99
Ibanez,,,,,,Black,,,449.99
Ibanez,2019,,,JEMJRSP,6 String,Yellow,Solid,Right-Handed,499.99
Ibanez,1989,Basswood,,Vintage,6 String,Marine Blue,Solid,Right-Handed,650.00
Ibanez,,,,,,,,,499.99
Ibanez,,Maple,,,,,Hollow Body,,449.99
Ibanez,,,Ibanez RG,,6 String,Red,Solid,Right-Handed,999.99
Ibanez,1998,Basswood,Ibanez RG,RG470,6 String,Penny Copper,Solid,Right-Handed,800.00
Ibanez,2009,'Poplar, Solid Wood',Ibanez Prestige,S2170FW,6 String,Poplar Burl,Solid,,975.00
Ibanez,,Solid Wood,,Custom Agent 2405,6 String,Sunburst,Solid,,1899.00
Ibanez,,Mahogany body w Maple top,,AR725,6 String,Sunburst,Double Cutaway,Right-Handed,689.00
Ibanez,2002,,,Vintage,,Red,,,599.99
Ibanez,,,,,,Clear,,,739.99
Ibanez,2012,,,,,,,,399.00
Ibanez,,,Ibanez RG,,,,,,499.99
Ibanez,2018,Solid Wood,RG,RGA42FM,6 String,BLUE LAGOON BURST,Solid,Right-Handed,399.99
Ibanez,,,,,7 String,,,,749.99
Ibanez,,,,RG521 Genesis Collection Series,6 String,Jewel Blue,Solid,Right-Handed,699.00
Ibanez,,,,AM-300,,,,,399.99
Ibanez,,,,,,,,,509.00
Ibanez,,,,,,,,,402.88
Ibanez,,,,,6 String,,Semi-Hollow,,399.99
Ibanez,,,,AS73,,,,,339.00
Ibanez,,Solid Wood,ART Standard,ART120CRS,6 String,Cherry Sunburst,Solid,,299.99
Ibanez,,,,AS73,6 String,Black,Semi-Hollow,,800.00
Ibanez,,,Ibanez RG,Custom,,,,,3200.00
Ibanez,2019,,,JEM JR,6 String,Pink,Solid,Right-Handed,499.99
Ibanez,2018,'Ash, Solid Wood',,RGAIX7UABS,7 String,Antique Brown Stained,RGA,,1300.00
Ibanez,,Linden,,,,,Hollow Body,,499.99
Ibanez,,,,,,,,,499.99
Ibanez,,,,,,,,,999.99
Ibanez,,Mahogany,,,6 String,White,,,499.99
Ibanez,,,,,,,,,1299.99
Ibanez,,,,,,,,,299.99
Ibanez,,Rosewood,,Custom,6 String,,Solid,Right-Handed,1000.00
Ibanez,2019,Ash,,RG470AHM,6 String,Blue Moon Burst,Solid,Right-Handed,454.99
Ibanez,,,,,,,,,399.99
Ibanez,,,,,,,,,319.99
Ibanez,,,,,,,,,299.99
Ibanez,1992,,,RG 560,6 String,Grape Ice,Solid,Right-Handed,579.99
Ibanez,,,,,,,,,299.99
Ibanez,,,,CHALLENGER,,,,,750.00
Ibanez,,Maple,,AS83STE,6 Strings,Steel Blue,,,599.00
Ibanez,,Mahogany,,,,,Solidbody,,399.99
Ibanez,,,,,,,,,399.99
Ibanez,1990,Basswood,Ibanez JEM,JEM 777 VBK,6 String,Black,Solid,Right-Handed,2199.99
Ibanez,,,,,,,,,1999.99
Ibanez,,,,Genesis Collection RG550,6 String,,,Right-Handed,799.99
Ibanez,2017,,,RGAIX6FMWFF,6 String,White Frost Flat,Solid,,899.00
Ibanez,1997,,Ibanez S Classic,S Classic,6 String,,Solid,Right-Handed,605.00
Ibanez,,,,,,,,,299.99
Ibanez,,Maple,,,6 String,,Semi-Hollow,,399.99
Ibanez,,Nyatoh,,,,,Solidbody,,1199.99
Ibanez,,,,,,Gray,,,325.00
Ibanez,,,,AS63 Coral Pink,,,,,349.99
Ibanez,,Mahogany,,,6 String,White,,,429.00
Ibanez,,,,,,,,,299.99
Ibanez,,,,RG7421,7 String,,,Right-Handed,299.99
Ibanez,,,,,,,,,399.99
Ibanez,,,,,,,,,779.99
Ibanez,,,Ibanez RG,RG2610,,Black,,Right-Handed,600.00
Ibanez,,Mahogany,,,6 String,Natural,Solid,,699.99
Ibanez,,'Mahogany, Maple',,RG Series RG7421 7-String,7 String,Pearl Black Fade Metallic,Solid,Right-Handed,349.99
Ibanez,,,,,,,,,339.00
Ibanez,,,,,,,,,479.99
Ibanez,,,,,8 String,,,,339.99
Ibanez,,Poplar,,,,,,,299.99
Ibanez,,,,,,,,,399.99
Ibanez,,Mahogany,,,,,Solidbody,,949.99
Ibanez,1978,Mahogany,,Vintage,6 String,Walnut,Solid,Right-Handed,799.00
Ibanez,,,,LHM1,6 String,,Solid,,1268.00
Ibanez,,,,,,,,,523.88
Ibanez,,,,RG655,6 String,Blue,Solid,Right-Handed,850.00
Ibanez,,,,SZ320,6 String,Black,,,350.00
Ibanez,,Sapele,Ibanez Artcore,Artcore AF55,6 String,Tobacco Flat,Hollow,,329.99
Ibanez,,,,,,,,,559.00
Ibanez,,,,,,,,,439.99
Ibanez,,,,Custom,6 String,Blue,Solid,Right-Handed,920.00
Ibanez,,,Studio,,,Silver,,,1090.00
Ibanez,,,,,,,,,329.99
Ibanez,,,,RGAT62,,,,,399.99
Ibanez,1982,Mahogany,,MC150PW,6 String,Polar White,Solid,Right-Handed,1099.99
Ibanez,,,,AF75JBB,6 Strings,Transparent Red Sunburst,,,399.99
Ibanez,,,,RGDIX6PB IRON LABEL,,,,,599.99
Ibanez,,,,,,,,,399.99
Greco,1979,,,Mirage M600,6 String,Black,Solid,Right-Handed,899.99
Ibanez,,,,RGA71AL,7 String,Indigo Aurora Burst Flat,Solid,Right-Handed,1100.00
Ibanez,,,,,,,,,967.99
Ibanez,1964,'Solid Wood, Mahogany',Montclair,Ibanez Montclair,6 String,Transparent Cherry,Solid,Right-Handed,499.00
Ibanez,,,,,,,,,899.99
Ibanez,,,,,,,,,1299.99
Ibanez,,Mahogany,,,,,Solidbody,,349.99
Ibanez,,Basswood,,,,,Solidbody,,1599.99
Ibanez,2017,,,RGDIX7MPB,7 String,Surreal Blue Burst,RG,,999.99
Ibanez,,,,,,,,,499.99
Ibanez,,Mahogany,,,,,Solidbody,,1399.99
Ibanez,,,,,,,,,999.99
Ibanez,2018,Solid Wood,RG Iron Label,RGDIR7M,7 String,LASER BLUE MATTE,Solid,Right-Handed,799.99
Ibanez,,,,,,,,,719.99
Ibanez,,,,AS63SFG,,,,,349.99
Ibanez,,,,,,,,,1599.99
Ibanez,,,,AS73TBC,6 Strings,Tobacco Brown,,,399.99
Ibanez,1991,,,Reb Beach Voyager Model RBM-1,6 String,Metallic Teal,Solid,Right-Handed,1499.00
Ibanez,,Basswood,,,,,Solidbody,Right-Handed,717.99
Ibanez,,Ash,,,,,Solidbody,,1199.99
Ibanez,,,,,,,,,599.99
Ibanez,,,,,,,,,799.99
Ibanez,,Mahogany,,,6 String,,Solid,,399.99
Ibanez,,,,,,,,,359.99
Ibanez,,,,,,,,,549.99
